Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_IDR,HDD,SSD,Flash Storage,Hybrid,Memory_2,Touchscreen,IPS,TypeResolution,x_res,y_res
7,4,13.3,97,8,256,53,5,1.34,19465000.0,0,1,0,0,0,0,1,2,3200,1800
0,1,15.6,77,8,1000,75,2,2.4,13566000.0,1,0,0,0,0,0,0,1,1920,1080
2,3,15.6,17,4,500,13,5,2.0,5933000.0,1,0,0,0,0,0,0,0,1366,768
7,3,15.6,59,4,128,53,5,2.1,11993500.0,0,1,0,0,0,0,0,1,1920,1080
10,3,14.0,74,4,500,53,5,1.87,13345000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,15.6,68,4,1000,47,4,2.15,7859950.0,1,0,0,0,0,0,0,1,1920,1080
7,3,15.6,56,4,500,47,5,1.86,6749000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,15.6,97,8,512,53,5,1.99,29393000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,56,4,128,47,5,2.2,8483000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,74,8,256,53,5,1.9,18988830.0,0,1,0,0,0,0,0,1,1920,1080
4,1,17.3,102,16,256,80,5,4.42,45883000.0,1,1,0,0,1000,0,1,1,1920,1080
7,3,17.3,56,8,1000,47,5,2.65,9250550.0,1,0,0,0,0,0,0,0,1600,900
7,3,17.3,97,8,1000,69,5,2.63,21760000.0,1,0,0,0,0,0,0,1,1920,1080
2,3,15.6,37,4,500,43,2,2.0,3808000.0,1,0,0,0,0,0,0,0,1366,768
12,3,13.3,30,4,32,40,5,1.35,4335000.0,0,0,1,0,0,0,1,1,1920,1080
10,3,17.3,97,6,128,72,5,2.8,16133000.0,1,1,0,0,1000,0,0,0,1600,900
7,3,15.6,2,6,128,7,5,1.91,9671300.0,0,1,0,0,0,0,1,1,1920,1080
4,3,15.6,56,4,1000,22,5,2.18,10504300.0,1,0,0,0,0,0,0,0,1366,768
0,0,11.6,38,4,32,43,5,1.25,5933000.0,0,0,1,0,0,1,1,1,1920,1080
10,3,15.6,60,4,128,53,5,2.05,10710000.0,0,1,0,0,0,0,0,1,1920,1080
7,4,13.3,47,16,512,46,5,1.16,33405000.0,0,1,0,0,0,1,1,2,3200,1800
10,3,17.3,102,8,256,109,5,3.4,50983000.0,0,1,0,0,0,0,1,1,1920,1080
2,3,15.6,77,8,128,75,5,2.5,14263000.0,1,1,0,0,1000,0,0,1,1920,1080
4,4,13.3,83,8,128,61,5,1.21,27183000.0,0,1,0,0,0,1,1,3,3840,2160
4,3,15.6,78,4,500,53,5,1.93,16303000.0,1,0,0,0,0,0,0,0,1366,768
5,3,15.6,74,8,1000,53,5,2.2,12563000.0,1,0,0,0,0,0,0,0,1366,768
10,3,15.6,113,4,500,44,5,2.2,5848000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,14.0,74,4,500,53,5,2.02,16830000.0,1,0,0,0,0,0,0,0,1366,768
7,5,17.3,79,8,500,101,5,3.14,31636830.0,1,0,0,0,0,0,0,0,1600,900
7,3,14.0,112,8,2000,42,5,1.94,6613000.0,1,0,0,0,0,0,0,0,1366,768
7,3,15.6,15,6,256,7,5,1.95,11033000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,74,8,256,53,5,2.3,14110000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,83,4,500,53,5,2.05,11645000.0,1,0,0,0,0,0,0,1,1920,1080
12,3,14.0,30,4,32,40,5,1.4,4233000.0,0,1,0,0,0,0,0,1,1920,1080
16,4,14.0,97,16,512,53,5,1.24,31705000.0,0,1,0,0,0,1,0,1,1920,1080
10,1,17.3,93,32,256,80,5,4.6,45271000.0,1,1,0,0,1000,0,1,1,1920,1080
11,1,17.3,103,16,512,80,5,4.14,46393000.0,1,1,0,0,1000,0,0,1,1920,1080
4,3,15.6,97,8,256,24,2,2.2,12733170.0,0,1,0,0,0,0,0,1,1920,1080
12,3,14.0,41,4,32,43,5,1.45,6613000.0,0,1,0,0,0,0,1,1,1920,1080
4,3,15.6,78,8,500,53,5,1.9,17144840.0,1,0,0,0,0,0,0,0,1366,768
7,3,13.3,59,4,128,53,5,1.49,12223000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,99,16,256,69,5,1.93,26135630.0,0,1,0,0,0,0,0,1,1920,1080
4,2,11.6,36,4,16,41,1,1.26,5015000.0,0,0,1,0,0,0,0,0,1366,768
11,1,17.3,93,16,128,93,5,4.5,39933000.0,1,1,0,0,1000,0,0,1,1920,1080
7,1,17.3,102,16,256,75,5,3.78,25466000.0,1,1,0,0,1000,0,1,1,1920,1080
10,4,14.0,91,12,256,47,5,1.4,28441000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,106,12,1000,53,5,2.2,10353000.0,1,0,0,0,0,1,0,0,1366,768
2,1,17.3,77,8,128,79,5,2.73,30090000.0,1,1,0,0,1000,0,1,1,1920,1080
2,0,15.6,74,8,1000,47,5,2.2,12563000.0,1,0,0,0,0,1,0,0,1366,768
10,3,15.6,5,12,512,7,5,2.2,16133000.0,0,1,0,0,0,0,0,1,1920,1080
4,0,11.6,48,4,128,52,5,1.39,10251000.0,0,1,0,0,0,1,0,0,1366,768
15,3,15.6,102,16,128,75,5,2.5,28883000.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,17.3,56,4,500,47,4,2.8,8993000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,15.6,58,8,1000,47,5,2.29,7803000.0,1,0,0,0,0,0,0,0,1366,768
10,0,13.3,97,8,512,53,5,1.37,34425000.0,0,1,0,0,0,1,1,1,1920,1080
10,3,14.0,77,8,256,55,5,1.7,25058000.0,0,1,0,0,0,0,1,1,1920,1080
4,0,12.5,74,8,256,53,5,1.34,28390000.0,0,1,0,0,0,1,0,1,1920,1080
4,5,15.6,102,8,256,108,5,2.06,29971000.0,0,1,0,0,0,1,0,1,1920,1080
7,3,15.6,97,8,256,53,5,1.84,20723000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,15.6,59,4,500,53,5,2.1,11364160.0,1,0,0,0,0,0,0,0,1366,768
0,3,14.0,41,4,32,43,5,1.6,5593000.0,0,0,1,0,0,0,0,1,1920,1080
11,1,17.3,93,16,128,91,5,4.14,37383000.0,1,1,0,0,1000,0,0,1,1920,1080
4,3,15.6,56,4,1000,22,2,2.18,7905000.0,1,0,0,0,0,0,0,0,1366,768
11,1,15.6,102,16,256,79,5,1.8,39083000.0,1,1,0,0,2000,0,0,3,3840,2160
16,3,15.6,89,8,256,47,5,2.2,23783000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,74,6,1000,53,5,2.4,9588000.0,1,0,0,0,0,0,0,1,1920,1080
10,0,15.6,102,8,256,55,5,2.0,22083000.0,0,1,0,0,0,1,1,1,1920,1080
0,3,14.0,112,4,128,42,5,1.6,5933000.0,0,0,1,0,0,0,0,0,1366,768
10,3,15.6,116,32,1000,104,5,2.5,83283000.0,0,1,0,0,0,0,1,3,3840,2160
4,1,15.6,92,16,1000,88,5,2.59,14943170.0,1,0,0,0,0,0,0,1,1920,1080
4,3,15.6,54,4,1000,47,2,2.18,7546300.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,54,4,1000,47,2,2.25,6103000.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,78,4,500,53,2,1.93,14773000.0,1,0,0,0,0,0,0,0,1366,768
2,1,17.3,102,8,128,75,5,3.0,19856000.0,1,1,0,0,1000,0,0,1,1920,1080
4,3,15.6,74,4,128,22,2,2.18,9673000.0,0,1,0,0,0,0,0,1,1920,1080
7,4,15.6,97,8,512,53,5,1.84,23613000.0,0,1,0,0,0,0,0,1,1920,1080
11,1,15.6,102,16,256,80,5,2.94,38553620.0,1,1,0,0,1000,0,0,1,1920,1080
0,0,11.6,40,4,32,41,1,1.25,6443000.0,0,0,1,0,0,1,1,0,1366,768
7,3,14.0,78,8,256,53,5,2.31,19108000.0,0,1,0,0,0,0,0,0,1366,768
10,3,14.0,68,8,256,47,7,1.65,24905000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,83,4,1000,7,5,2.2,13192000.0,1,0,0,0,0,0,0,1,1920,1080
5,3,15.6,74,8,256,53,5,2.2,13583000.0,0,1,0,0,0,0,0,0,1366,768
7,3,15.6,68,4,500,47,7,1.88,15844000.0,1,0,0,0,0,0,0,0,1366,768
10,3,15.6,97,8,1000,66,5,2.2,15283000.0,1,0,0,0,0,0,0,1,1920,1080
12,3,14.0,30,2,32,40,5,1.4,4063000.0,0,0,1,0,0,0,0,1,1920,1080
10,3,15.6,74,4,128,53,4,2.2,7956000.0,0,1,0,0,0,0,0,1,1920,1080
2,0,13.3,74,6,1000,53,5,1.5,10863170.0,1,0,0,0,0,1,0,1,1920,1080
4,3,15.6,102,8,256,75,5,2.0,30940000.0,0,1,0,0,0,0,0,1,1920,1080
2,4,14.0,97,16,512,53,5,1.1,32300000.0,0,1,0,0,0,0,0,1,1920,1080
4,1,15.6,102,16,256,76,5,2.62,25143000.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,15.6,83,4,256,61,5,1.8,14093000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,56,4,1000,67,5,2.2,9843000.0,1,0,0,0,0,0,0,1,1920,1080
2,3,15.6,37,8,1000,43,5,2.0,6783000.0,1,0,0,0,0,0,0,0,1366,768
2,3,15.6,77,8,1000,75,5,1.99,15412540.0,1,0,0,0,0,0,0,1,1920,1080
4,4,13.3,83,8,256,61,5,1.23,31773000.0,0,1,0,0,0,1,0,2,3200,1800
10,3,14.0,36,2,32,41,5,1.42,4233000.0,0,0,1,0,0,0,0,0,1366,768
10,0,13.3,97,8,256,53,5,1.37,29876140.0,0,1,0,0,0,1,1,1,1920,1080
4,3,15.6,102,16,1000,75,5,2.06,40783000.0,0,1,0,0,0,1,0,3,3840,2160
10,1,15.6,102,8,128,77,5,2.5,18853000.0,1,1,0,0,1000,0,1,1,1920,1080
7,3,17.0,14,8,1000,17,5,2.6,8855300.0,1,0,0,0,0,0,0,0,1600,900
10,4,14.0,97,16,512,53,5,1.14,41650000.0,0,1,0,0,0,0,1,1,1920,1080
2,1,15.6,102,8,1000,76,4,2.5,19873000.0,1,0,0,0,0,0,1,1,1920,1080
0,3,15.6,56,4,500,47,5,2.4,7650000.0,1,0,0,0,0,0,0,0,1366,768
10,3,14.0,36,4,32,40,5,1.43,4658000.0,0,0,1,0,0,0,0,0,1366,768
0,4,14.0,74,8,256,39,5,1.8,15623000.0,0,1,0,0,0,0,1,1,1920,1080
14,1,14.0,102,16,256,79,5,1.95,44183000.0,0,1,0,0,0,0,0,1,1920,1080
16,3,13.3,68,8,256,47,5,1.2,20621000.0,0,1,0,0,0,0,0,1,1920,1080
10,4,12.5,97,8,256,53,5,1.36,26928000.0,0,1,0,0,0,0,1,1,1920,1080
2,1,17.3,93,32,512,82,5,3.8,47583000.0,0,1,0,0,0,0,1,1,1920,1080
0,1,15.6,77,8,1000,75,2,2.4,12053000.0,1,0,0,0,0,0,0,1,1920,1080
4,4,13.3,83,8,256,61,5,1.2,24648300.0,0,1,0,0,0,0,0,1,1920,1080
11,1,15.6,102,8,128,76,5,2.2,20260600.0,1,1,0,0,1000,0,0,1,1920,1080
7,3,15.6,56,4,500,47,4,1.86,6203300.0,1,0,0,0,0,0,0,0,1366,768
16,3,15.6,74,8,500,53,5,2.0,18088000.0,1,0,0,0,0,0,1,1,1920,1080
4,3,15.6,106,8,256,7,5,2.2,15623000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,106,16,256,7,5,2.2,19295000.0,1,1,0,0,2000,0,0,1,1920,1080
10,1,15.6,92,8,128,87,5,3.31,20332000.0,1,1,0,0,1000,0,1,1,1920,1080
4,1,17.3,102,32,512,80,5,4.42,53505290.0,1,1,0,0,1000,0,1,3,3840,2160
4,3,14.0,71,8,256,47,5,1.56,20893000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,37,4,500,43,5,2.2,7123000.0,1,0,0,0,0,0,0,0,1366,768
10,3,15.6,68,4,500,47,5,2.2,9095000.0,1,0,0,0,0,0,0,1,1920,1080
7,3,15.6,56,6,1000,24,5,2.04,9163000.0,1,0,0,0,0,0,0,0,1920,1080
11,1,17.3,102,8,128,79,5,2.7,25275090.0,1,1,0,0,1000,0,0,1,1920,1080
16,3,15.6,57,4,128,47,5,2.1,8466000.0,0,1,0,0,0,0,0,0,1366,768
4,3,15.6,74,8,1000,53,5,2.06,16235000.0,1,0,0,0,0,0,0,1,1920,1080
7,3,15.6,97,8,1000,7,5,2.1,12665000.0,1,0,0,0,0,0,0,1,1920,1080
16,3,15.6,74,8,256,53,5,2.0,21386000.0,0,1,0,0,0,0,1,1,1920,1080
0,3,15.6,56,4,128,47,2,2.1,7004000.0,0,1,0,0,0,0,0,0,1366,768
13,4,13.5,99,8,256,58,6,1.252,31753450.0,0,1,0,0,0,1,0,0,2256,1504
10,3,15.6,74,8,128,24,5,1.9,13905150.0,1,1,0,0,1000,0,0,1,1920,1080
10,0,13.3,74,8,256,53,5,1.3,17578000.0,0,1,0,0,0,1,1,1,1920,1080
10,3,15.6,21,4,128,13,5,2.2,5933000.0,0,1,0,0,0,0,0,0,1366,768
7,0,14.0,59,4,128,72,5,1.63,11883000.0,0,1,0,0,0,1,1,1,1920,1080
11,1,15.6,102,16,256,75,5,2.4,21998000.0,1,1,0,0,1000,0,0,1,1920,1080
2,4,14.0,74,8,256,53,5,1.1,19295000.0,0,1,0,0,0,0,0,1,1920,1080
7,0,11.6,37,8,64,43,1,1.4,8415000.0,0,0,1,0,0,1,0,0,1366,768
9,4,15.6,106,8,512,53,5,1.09,39083000.0,0,1,0,0,0,0,1,1,1920,1080
0,1,15.6,77,16,256,76,5,2.5,22083000.0,0,1,0,0,0,0,0,1,1920,1080
11,1,15.6,77,8,256,75,5,2.2,16964300.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,37,4,128,43,5,1.86,7123000.0,0,1,0,0,0,0,0,0,1366,768
4,1,15.6,77,16,128,79,5,3.21,34867000.0,1,1,0,0,1000,0,0,1,1920,1080
7,3,17.3,56,4,256,19,5,2.5,11883000.0,0,1,0,0,0,0,1,1,1920,1080
10,0,13.3,106,8,512,61,5,1.19,25483000.0,0,1,0,0,0,1,1,1,1920,1080
4,1,15.6,103,16,256,80,5,3.49,47833750.0,1,1,0,0,1000,0,0,1,1920,1080
7,3,15.6,74,4,500,6,5,1.86,10414370.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,56,4,1000,24,5,2.2,9276390.0,1,0,0,0,0,0,0,0,1366,768
7,3,17.3,0,6,2000,29,5,2.65,9673000.0,1,0,0,0,0,0,1,1,1920,1080
10,3,15.6,33,4,500,45,5,2.1,5406000.0,1,0,0,0,0,0,0,0,1366,768
0,3,14.0,33,4,32,45,1,1.45,6375000.0,0,0,1,0,0,0,0,0,1366,768
10,3,14.0,74,4,256,53,5,1.7,11883000.0,0,1,0,0,0,0,0,1,1920,1080
7,5,17.3,102,8,500,101,5,3.14,32435830.0,1,0,0,0,0,0,0,1,1920,1080
10,0,14.0,97,8,256,53,5,1.42,44030000.0,0,1,0,0,0,1,0,0,2560,1440
16,3,13.3,74,8,256,53,5,1.5,16541000.0,0,1,0,0,0,0,1,1,1920,1080
0,2,11.6,34,4,32,40,5,1.4,4573000.0,0,0,1,0,0,0,0,0,1366,768
10,0,14.0,97,16,512,53,5,1.38,29733000.0,0,1,0,0,0,1,0,1,1920,1080
2,0,12.5,49,4,64,46,1,1.2,11373000.0,0,0,1,0,0,1,0,1,1920,1080
16,4,13.3,89,16,512,47,5,1.36,31909000.0,0,1,0,0,0,1,0,1,1920,1080
7,3,15.6,97,4,500,7,5,2.1,11713000.0,1,0,0,0,0,0,1,1,1920,1080
4,1,15.6,77,8,1000,75,5,2.56,13923000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,15.6,13,4,256,7,5,2.2,6783000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,5,8,1000,25,5,2.2,7293000.0,1,0,0,0,0,0,0,0,1366,768
10,3,15.6,74,4,1000,53,5,2.1,10564650.0,1,0,0,0,1000,0,0,1,1920,1080
10,3,15.6,56,4,500,47,4,1.9,7650000.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,74,8,256,53,5,2.18,13515000.0,0,1,0,0,0,0,0,1,1920,1080
0,0,13.3,83,8,256,61,5,1.6,16983000.0,0,1,0,0,0,1,1,1,1920,1080
10,5,15.6,89,16,512,107,7,2.18,31535000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,14.0,70,8,256,47,5,1.8,20247000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,17.3,1,6,2000,7,5,2.71,11135170.0,1,0,0,0,0,0,1,1,1920,1080
10,1,15.6,102,8,128,76,5,2.5,21233000.0,1,1,0,0,1000,0,1,1,1920,1080
4,3,14.0,79,8,256,69,2,1.64,18513000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,74,8,1000,53,2,1.98,12342000.0,1,0,0,0,0,0,0,1,1920,1080
2,3,14.0,37,4,32,43,5,1.5,5066000.0,0,0,1,0,0,0,0,1,1920,1080
4,3,15.6,78,16,512,53,5,1.93,24253220.0,0,1,0,0,0,0,0,1,1920,1080
10,3,14.0,74,8,256,66,5,1.87,14570190.0,0,1,0,0,0,0,1,1,1920,1080
4,3,15.6,78,8,256,53,5,1.9,20043000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,7,4,500,15,5,2.19,5066000.0,1,0,0,0,0,0,0,0,1366,768
12,3,14.0,28,4,32,41,5,1.4,4505000.0,1,0,0,0,0,0,1,1,1920,1200
7,3,17.3,97,8,256,69,5,2.63,20400000.0,0,1,0,0,0,0,0,1,1920,1080
10,4,14.0,89,8,512,47,5,1.17,28672880.0,0,1,0,0,0,0,1,2,2560,1440
7,0,13.3,74,8,256,53,5,1.58,14222200.0,0,1,0,0,0,1,1,0,1366,768
10,4,14.0,74,8,256,53,5,1.32,25483000.0,0,1,0,0,0,0,1,1,1920,1080
4,1,17.3,102,32,1000,80,5,4.36,62209800.0,1,1,0,0,1000,0,0,3,3840,2160
11,1,17.3,102,8,128,76,5,2.7,22924160.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,15.6,74,4,1000,53,4,1.9,8328300.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,83,8,128,7,5,2.2,12223000.0,1,1,0,0,1000,0,0,1,1920,1080
4,0,13.3,59,4,1000,53,5,1.71,11033000.0,1,0,0,0,0,1,0,1,1920,1080
4,3,15.6,74,8,1000,30,2,2.32,10021840.0,1,0,0,0,0,0,0,0,1366,768
7,3,15.6,14,4,1000,6,5,2.1,8313000.0,1,0,0,0,0,0,0,1,1920,1080
0,1,17.3,92,16,128,79,5,4.2,32895000.0,1,1,0,0,1000,0,1,1,1920,1080
4,3,15.6,74,12,1000,53,5,2.25,11033000.0,1,0,0,0,0,0,0,0,1366,768
7,3,15.6,15,6,128,6,5,2.1,11050000.0,1,1,0,0,1000,0,0,1,1920,1080
0,3,15.6,74,4,500,53,5,2.4,9503000.0,1,0,0,0,0,0,0,0,1366,768
10,3,13.3,74,8,256,53,5,1.44,16320000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,97,4,1000,53,5,1.85,13243000.0,1,0,0,0,0,0,0,1,1920,1080
7,5,15.6,102,16,256,103,5,2.6,41123000.0,0,1,0,0,0,0,0,1,1920,1080
4,0,13.3,83,8,1000,61,5,1.55,11203000.0,1,0,0,0,0,1,0,1,1920,1080
11,1,15.6,102,16,256,79,5,1.8,35606160.0,1,1,0,0,1000,0,0,1,1920,1080
0,3,15.6,56,4,500,47,5,2.4,6983600.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,97,8,128,72,5,2.0,20519000.0,1,1,0,0,1000,0,0,1,1920,1080
4,3,15.6,56,8,256,47,5,2.0,11305000.0,0,1,0,0,0,0,0,0,1366,768
16,3,14.0,74,8,256,53,5,1.25,26095000.0,0,1,0,0,0,1,1,1,1920,1080
10,0,14.0,74,8,256,53,5,1.7,16983000.0,0,1,0,0,0,1,0,1,1920,1080
10,5,15.6,99,16,1000,107,5,2.5,56083000.0,0,1,0,0,0,0,1,3,3840,2160
0,3,14.0,36,2,32,41,1,1.68,5610000.0,0,0,1,0,0,0,0,0,1366,768
15,4,13.3,97,16,256,53,5,0.81,28033000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,15.6,56,8,256,47,5,1.86,9163000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,14.0,74,8,256,53,5,1.6,19154070.0,0,1,0,0,0,0,0,0,1366,768
7,5,17.3,115,16,256,102,7,3.0,74613000.0,0,1,0,0,0,0,1,1,1920,1080
10,2,11.6,36,4,128,41,5,1.4,8075000.0,0,1,0,0,0,1,0,0,1366,768
7,3,15.6,71,8,256,47,5,1.84,32300000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,70,4,1000,86,4,2.45,9843000.0,1,0,0,0,0,0,0,0,1366,768
10,4,14.0,68,4,180,47,5,1.7,18632000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,97,4,256,53,5,2.37,14448300.0,0,1,0,0,0,0,0,0,1366,768
10,0,13.3,69,8,256,50,5,1.3,20383000.0,0,1,0,0,0,1,1,2,3200,1800
7,3,15.6,77,8,128,75,5,2.2,18683000.0,1,1,0,0,1000,0,1,1,1920,1080
7,5,15.6,92,8,256,100,7,2.59,26537000.0,0,1,0,0,0,0,0,1,1920,1080
4,1,15.6,102,16,256,80,5,4.42,48772830.0,1,1,0,0,1000,0,1,3,3840,2160
0,3,15.6,74,4,256,53,5,2.1,10183000.0,0,1,0,0,0,0,0,0,1366,768
10,1,15.6,102,8,128,75,5,2.5,17816000.0,1,1,0,0,1000,0,1,1,1920,1080
4,4,12.5,99,16,256,53,5,1.18,31603000.0,0,1,0,0,0,0,0,1,1920,1080
6,4,12.3,82,8,256,52,1,1.1,26503000.0,0,1,0,0,0,1,0,0,2400,1600
2,4,13.3,74,8,256,53,5,1.2,19193000.0,0,1,0,0,0,0,1,2,3200,1800
4,3,13.3,56,4,500,47,5,1.65,14433000.0,1,0,0,0,0,0,0,0,1366,768
0,3,13.3,68,4,128,47,5,1.6,11135000.0,0,1,0,0,0,0,0,0,1366,768
2,3,17.3,113,4,1000,66,5,2.8,7995780.0,1,0,0,0,0,0,0,0,1366,768
4,1,15.6,92,16,128,89,5,2.72,18683000.0,1,1,0,0,1000,1,1,3,3840,2160
15,4,13.3,97,8,256,53,5,1.31,27183000.0,0,1,0,0,0,1,0,1,1920,1080
0,3,15.6,113,4,1000,44,2,2.1,5066000.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,97,16,256,30,5,2.3,20081590.0,0,1,0,0,0,0,0,1,1920,1080
15,0,15.0,97,16,256,8,5,1.71,30583000.0,0,1,0,0,0,1,0,1,1920,1080
16,3,14.0,68,4,128,47,5,1.75,17340000.0,0,1,0,0,0,0,1,0,1366,768
4,1,15.6,102,8,1000,75,5,2.62,18683000.0,1,0,0,0,0,0,0,1,1920,1080
7,4,12.5,68,4,256,47,5,1.26,21148000.0,0,1,0,0,0,0,0,0,1366,768
2,0,15.6,97,12,2000,72,5,2.3,14263000.0,1,0,0,0,0,1,0,1,1920,1080
10,3,15.6,94,16,512,102,7,2.5,40290000.0,0,1,0,0,0,0,0,3,3840,2160
0,3,14.0,59,4,128,53,5,1.8,10812000.0,0,1,0,0,0,0,1,1,1920,1080
14,1,14.0,102,16,512,79,5,1.95,49283000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,110,8,128,44,5,2.0,9892300.0,0,1,0,0,0,0,0,0,1920,1080
4,1,17.3,102,32,1000,81,5,4.42,61009600.0,1,1,0,0,1000,0,1,1,1920,1080
2,1,17.3,92,16,256,80,5,4.3,39950000.0,1,1,0,0,1000,0,1,1,1920,1080
16,4,14.0,91,16,512,68,5,1.47,29988000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,42,8,1000,42,4,2.2,5593000.0,1,0,0,0,0,0,0,0,1366,768
10,4,14.0,97,16,512,53,5,1.7,39083000.0,0,1,0,0,0,0,0,1,1920,1080
11,1,14.0,102,16,256,79,5,1.6,32147000.0,1,1,0,0,1000,0,1,1,1920,1080
11,1,15.6,77,8,128,75,5,2.2,18513000.0,1,1,0,0,1000,0,0,1,1920,1080
10,1,15.6,102,4,1000,75,5,2.4,16983000.0,1,0,0,0,0,0,1,1,1920,1080
0,1,17.3,102,16,256,79,5,4.2,39083000.0,1,1,0,0,1000,0,1,1,1920,1080
4,1,15.6,77,8,256,75,5,2.62,16745000.0,0,1,0,0,0,0,0,1,1920,1080
2,1,15.6,102,8,128,95,5,2.24,22763000.0,1,1,0,0,1000,0,0,1,1920,1080
17,3,14.0,37,4,32,43,5,1.22,3449300.0,0,0,1,0,0,0,0,0,1920,1080
10,0,13.3,97,8,512,53,5,1.37,33490000.0,0,1,0,0,0,1,1,1,1920,1080
10,0,15.6,74,8,256,31,5,2.08,16303000.0,0,1,0,0,0,1,0,1,1920,1080
1,4,12.0,44,8,512,49,3,0.92,19805000.0,0,0,1,0,0,0,1,0,2304,1440
10,0,14.0,74,8,256,53,5,1.42,39610000.0,0,1,0,0,0,1,1,0,2560,1440
2,3,14.0,37,4,32,43,5,1.63,5083000.0,0,0,1,0,0,0,0,0,1366,768
4,3,15.6,74,8,128,53,5,1.95,13770000.0,0,1,0,0,0,0,0,0,1366,768
10,0,13.9,97,8,256,53,5,1.38,22933000.0,0,1,0,0,0,1,1,1,1920,1080
4,3,15.6,56,8,256,23,5,2.0,12563000.0,0,1,0,0,0,0,0,1,1920,1080
7,5,15.6,102,8,256,103,5,3.14,35103300.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,74,8,256,53,5,2.37,18683000.0,0,1,0,0,0,0,0,1,1920,1080
4,4,13.3,74,8,256,53,5,1.29,25483000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,77,8,256,75,5,2.06,29733000.0,0,1,0,0,0,1,0,3,3840,2160
4,2,11.6,113,4,128,44,5,1.63,12648000.0,0,1,0,0,0,0,0,0,1366,768
7,2,12.5,78,8,256,53,5,1.26,23613000.0,0,1,0,0,0,0,0,0,1366,768
16,3,15.6,68,4,500,47,5,2.1,13260000.0,1,0,0,0,0,0,0,0,1366,768
7,3,15.6,3,8,2000,26,5,2.04,10693000.0,1,0,0,0,0,0,0,0,1366,768
4,1,15.6,102,16,512,76,5,2.62,28543000.0,0,1,0,0,0,0,0,3,3840,2160
10,3,15.6,74,4,1000,65,5,2.4,10353000.0,1,0,0,0,0,0,0,1,1920,1080
7,1,17.3,102,12,1000,37,5,3.74,29733000.0,1,0,0,0,0,0,1,1,1920,1080
11,1,17.3,102,16,512,80,5,2.9,41055000.0,1,1,0,0,1000,0,0,1,1920,1080
15,4,13.3,74,8,256,53,5,0.81,25483000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,97,8,1000,74,5,1.98,16337000.0,1,0,0,0,0,0,0,1,1920,1080
4,3,15.6,74,8,256,22,5,2.18,13426770.0,0,1,0,0,0,0,0,1,1920,1080
10,4,14.0,97,8,256,53,5,1.32,31603000.0,0,1,0,0,0,0,0,1,1920,1080
14,4,12.5,96,16,512,53,5,1.29,30583000.0,0,1,0,0,0,1,1,3,3840,2160
7,2,11.6,36,4,16,41,1,1.23,6545000.0,0,0,1,0,0,0,0,0,1366,768
4,1,17.3,102,16,128,79,5,4.36,42585340.0,1,1,0,0,1000,0,1,1,1920,1080
